tweet,original_sentiment
"COVID 19 ? - Sarawak Update 



Latest Federal & Sarawak Governments measures means supermarkets & public wet markets still open. You are allow to go out to buy & than go home (social distancing)



There is plenty of food for everyone. Pls don't hoard. Pls no need panic buying. https://t.co/e9Ux7nbjuk",Negative
Coronavirus Incites Panic Buying at Retail Nationwide Restaurant Closures,Negative
Check out Keeping Track of States Shutting Down Dine-In Service Due to COVID-19 https://t.co/dLudtDFhDQ via @FSRmag,Neutral
Perception panic vs reported reality of #grocerystores #coronavirus via ?@nytimes? https://t.co/QauHV0Jc6L,Negative
"@shawnjelebi We are sorry for the inconvenience. You may minimize the impact of COVID-19 on your credit by:

-Talking to your lenders and creditors

-Paying what you can

-Staying up-to-date on your credit reports

-Considering adding a consumer state",Positive
COVID-19: Payers' Moment of Truth is Here https://t.co/QCyrIjEFCn,Positive
"@realDonaldTrump Wow, you hate socialism, but then you say you will do socialist actions. What happened to letting the market and the consumer decide what companies survive or die in capitalism? This covid-19 has you being VERY Socialist lately. Give peop",Extremely Negative
"Trump ally David Pecker/AMI's Enquirer pushing disinformation on COVID-19 that is a public health risk.



It should be pulled from grocery store shelves. https://t.co/EoshJPALzM",Negative
"Florida's @RepCharlieCrist says calls for additional consumer protections in light of possible bailout of airlines:



""If taxpayers are being asked to help out an industry, it is only fair that we ask that industry to do right by the taxpayers.""



@WFLA #coronavirus #COVID2019 https://t.co/w5pY8AjnFy",Positive
"Good, basic & very practical ideas. What we need right now. 



""Grocery rules for your coronavirus lockdown: Buy beans, freeze milk, don't hoard, and more""



What to buy at the grocery store during a pandemic - CNN https://t.co/5J2YNx4ASZ 

#coronavirus",Positive
"The Fijian Competition and Consumer Commission is urging Fijians not to engage in panic-buying because of COVID-19.

 #FijiSports #FBCSports  #COVID-19 

More: https://t.co/FrMZPavI5P https://t.co/JV2M3wQVtN",Extremely Negative
"Paracetamol only. Stop panic-buying Nurofen. Quit panic-buying food/loo rolls/meds altogether. There will be enough, but not if people continue. Please stop!

Covid-19: ibuprofen should not be used for managing symptoms, say doctors & scientists |The BMJ https://t.co/KReCVKjeAh",Negative
"Stay safe  | Stay Home | Stay Clean 

#coronavirus #CoronavirusOutbreak #homequarantine #earth #Peace #Mask #Cleanlife #Cleancity #Cleanworld #StopTheSpread #StopPanicBuying #Designer #Awareness https://t.co/TdjuNgfzST",Extremely Positive
what are you stocking up on 1 NestleQuick Chocolate Milk 2 Paper Towels 3 Coca Cola That s all for now haven t even acquired those items yet lol,Positive
"Amazon says theÃÂ #coronavirus outbreakÃÂ has caused a surge in online shopping, and now the online giant is adding 100,000 new full-time and part-time positions across the United States to keep up with the demand.",Positive
"A B.C. charity that fills the ""weekend hunger gap"" for children living in poverty says panic-buying amid the global COVID-19 pandemic has been hampering its work.



https://t.co/jvjPr9mCNL",Extremely Negative
"Coronavirus Tips: What to Stock Up On for COVID-19 [LIST] - https://t.co/3jXym1ByYj - https://t.co/pP1nNlJPxP

 #CannedFruit https://t.co/TWvyL5mXuS",Neutral
9 Online Grocery Shopping Stores In Klang Valley That Deliver To Your Doorstep During The COVID 19 Outbreak,Neutral
"Comforting news if you believe it: Canadians 'do not need to panic' about food shortages amid COVID-19, experts say - https://t.co/GwyymCvUNw",Positive
"Mobile Food Bank Sees Increase In Demand As #Coronavirus Spreads



GPB's @BlisSavidge updates us on how community members are getting food: https://t.co/AfxWWIgvJx https://t.co/ZiMlKtrSep",Positive
"My wife went to the grocery store the other day and she said the loaf bread had all been snatched off the shelves but the tortillas were still well stocked. I think this says a lot about the demographic panic.



#coronavirus #COVID19 #pandemic",Negative
"COVID-19 Outbreak Forces VF, PVH, Gap to Shutter Global Retail Doors Ã¢ÂÂ Sourcing Journal #COVID19  https://t.co/aRTRR0iKVV",Neutral
"Workers at a Consumer Cellular call center in Arizona say they're terrified of going to work, and management has no plan to protect them. https://t.co/lLcStGAgay",Negative
I think peoples greed and lack of food due to excessive stock pilling will kill many people of starvation before corona virus gets to them #COVID2019 #Corvid19uk #stayhomechallenge @SkyNews @TomSwarbrick1 @darrenadam @LBCNews @BBCNews https://t.co/tT21cSatoH,Extremely Negative
Shame on greedy cruel Republicans Senators who NEVER HELP AMERICAN FAMILIES NO COVID19 help NO lower drug prices NO election security needs to raise more impt than YOU,Extremely Negative
"'Stop stockpiling toilet paper during Covid-19 outbreak,' says manufacturer https://t.co/9XwmrEi4PB",Negative
Baidu launches auto-focused app in wager that COVID-19 drives consumer demand for private vehicles https://t.co/NGg7xrTawN via @KrASIAofficial,Positive
"FYI : BANKS ARE ALL OPEN ???? we are exempted for those who r suspended we are in line with the public health workers, groceries, supermarket and other public health officials who will serve those who is in need. Thank you



#COVID19PH #Covid_19 #frontlinersPH #QuarantineLife https://t.co/ilEHDYsf4W",Positive
"Expert market commentary by Nate Donnay, Director of Dairy Market Insight for INTL FCStone Financial Inc. - FCM Division. Is quoted by @DroversCTN #dairy #coronavirus #oatt @ifcsdairy https://t.co/xczYvba6VR",Neutral
"Consumers are changing their spending habits to reflect new standards of living during the COVID-19 outbreak. According to Neilson, consumers are starting to think beyond emergency items and preparing their pantries for the worst.| @scoopit https://t.co/gOjrWCBSvv",Extremely Negative
"Manchester Uni team calls on Deliveroo, Amazon, DPD, Hermes and online shopping /delivery firms to protect riders & couriers, so when population in isolation, households still get food delivered. #covid19

https://t.co/L4mZ97Btru",Positive
"US Food Industry Scrambles To Resupply Stores Amid Apocalyptic Surge In Demand



https://t.co/OG4EkCtkiG



#BreakingNews #Collapse #Food #Coronavirus #CoronavirusOutbreak #COVID19 #COVID?19 #COVID_19 #COVID2019 #Collapse",Extremely Negative
"Well the #Coronavirus food panic buying isn't abating yet. Just imagine if this happened after that idiot Tim Leunig had got his way. Get rid of these fools Boris.



Gov advisor says UK could import all food 'like Singapore' | Politics News | Sky News https://t.co/MpUnCW1H2J",Extremely Negative
"During #coronavirus 

Everyone else: PANIC BUYING PASTA,TOILET PAPER,HAND SANITIZER



Anti-social humans like me: 

Huh?...there's a modern day plague that's gone global



-washes hands every couple hours

-is well stocked up on food,water and alcohol 

-still has board games 

-Netflix",Positive
"Disgusting price gouging by ABC Supermarket in Anaheim CA.



Boycott these clowns.



ABC Supermarket 

1216 S Magnolia Ave, Anaheim, CA 92804

(714) 229-0618



@voiceofoc @OCRegistrar @CNN @FOXLA 



#pricegougers #COVID2019 #CoronavirusOutbreak #pricegouging https://t.co/qvvn8Rjmaj",Extremely Negative
People stock piling - YOU ARE ALL SELFISH! Unfair on people who genuinely need food for the week and you've piled up like it's the world war!!!! #coronavirus #Corvid19uk,Extremely Negative
"Breaking: Great news! Northgate Markets in SoCal is holding special #coronavirus hours for 65+ and disabled folks! 



Let's hope this kind of public service catches on. 

#TuesdayMorning

https://t.co/VO7jvoF6lr",Extremely Positive
Our local grocery store @RealCdnSS in @NorfolkCountyCA #Simcoe #Ontario. #ontariolockdown #coronavirus #Coronavirusontario #Coronavirustoronto #CoronavirusOutbreak https://t.co/xy965ATt6r,Neutral
"Boris says there's no reason for people to panic/bulk buy  when asked how we can ensure everyone has food. This is a man who's obviously not stepped foot in a supermarket lately or battled to find essentials!  #outoftouchwithreality

#COVID2019",Extremely Negative
EU hasn t been able to act collectively  because of the pace of the spread  of says on Says EU needs to be ready to help w recovery of economies and societies Says single market needs to function to ensure  nobody runs out of food or stock ,Extremely Positive
"Amid #COVID19, @USCPSC Signals Efforts to Continue Mission; Encourages Reporting  #CPSC



 https://t.co/EJ2ZvsRpgf",Positive
"Oil Demand May Plunge By 10 Million Barrels Per Day,

No historical precedent !!

#coronavirus

#COVID2019

#Covid_19

https://t.co/oOby1lWsao",Negative
"Coronavirus in Ballarat: Consumer Affairs staff member awaits COVID-19 test result | The Courier | Ballarat, VIC https://t.co/086Ohsc4OX",Positive
"#HongKong supermarket (City Super in the IFC) is shut for deep cleaning after a #covid_19 positive person was confirmed to have visited prior to being diagnosed. 



No fooling around here. 2 months in and a longÃ¢ÂÂ¦ https://t.co/ajIzm9pQxM",Positive
"All I can say is we are banning events, pubs etc for contamination risks. But I went to supermarket today and that will single handedly undo everything. It was a horror story. People sneezing in all aisles, queues for tills was like a human centipede. #COVID2019",Negative
Shopping set to change due to #coronavirus says #UBS I agree people who have never or rarely shop online will be doing a lot more of it now & using the government #stimuluspackage cash to do it. Not very good for #localbusiness  https://t.co/NT0EyHAuTS,Neutral
"Gov's Coronavirus Bill will enable ""police and immigration officers to detain a person, for a limited period, who is, or may be, infectious and to take them to a suitable place to enable screening and assessment."" Met says it doesn't anticipate routine use of these powers.",Negative
My wife just messaged me to say the supermarket shelves were empty. I know what's for dinner tonight #COVID2019 #CoronavirusOutbreak https://t.co/MA6BFrnc3g,Negative
"Consumer Online Safety: Avoiding Counterfeit COVID-19 Testing Kits @realDonaldTrump @CBP @WHNSC 

https://t.co/cN47vZXh2V https://t.co/oLrnHYimsV",Positive
"In Washington State - mixed messages #coronavirus from @GovInslee and @WADeptHealth 



@KIRO7Seattle telling people to stay home for 2 weeks and no need to stock up on food? 



Apparently they don't realize most people only have a few days of food on hand. 



https://t.co/9rdHPdNbrz",Positive
Coronavirus Forces Grocery Stores To Increase Hiring To Keep Up With Demand https://t.co/9DIPudsXie via @forbes #foodnews #food #news #grocery #grocerynews #retailtrends #coronavirus #CoronavirusOutbreak,Positive
"Watch as food prices go up........

#QuarantineLife #Makro #CoronavirusOutbreak #Covid_19 #CoronaVirusChallenge #CoronaVirusSA #CoronavirusInSA",Neutral
?????? FOR ALL THE GROCERY STORE EMPLOYEES! #COVID2019 #coronavirus #pandemic #corona,Neutral
"??COVID-19 School Meal Alert?? Florida Department of Agriculture & Consumer Services has posted a list of locations families can find free meals for kids during #COVID19 school closures. Please click on link for details: https://t.co/x638W1lIyk 

#SD13 #District13 #Coronavirus",Extremely Positive
@catturd2 @Styx666Official absolutely take the #coronavirus seriously. Don't panic Take the proper precautions be prepared Do not fall for the mainstream media's Fear tactics and this information and Stop buying  so much toilet paper. Buy some rice and ra,Extremely Negative
"Guess?, Inc. Provides COVID-19 Business Update - https://t.co/XvaNRd1Qxu ANGELES--(BUSINESS WIRE)--Guess?, Inc. (NYSE: GES) announced today that, after careful consideration for its customers, store associates and communities, it will temporarily close all of its retail stores... https://t.co/TiHPo6dkOl",Positive
"Due to concerns about the new #coronavirus, some national retailers are adjusting their hours. #CobbCounty #Business #Health https://t.co/7feV5l5mNc",Neutral
Have you been to the grocery store? We have. Hear our stories in our latest show... Episode 221 is available now (link in bio) featuring #coronavirus shopping stories in KY and reports from the west coast. PlusÃ¢ÂÂ¦ https://t.co/pyhrhnNfwo,Neutral
"Australian Competition and Consumer Commission (ACCC)'s Scamwatch has received multiple reports of COVID-19 themed scam texts being sent to members of the public.



For more information, visit https://t.co/uByeQrJ4H7",Negative
